value_0,value_1,value_2,value_3,value_4
-1.106294049167332,0.7345949366978982,0.6532323310453793,0.5258415040153854,-0.5299382217428217
0.5402359321086968,0.20440643893820604,-0.12726882699959466,0.674159662433933,1.0062631155633006
-0.5222725672808847,0.2132763122625615,0.5753555114267255,-0.7020540618475101,-0.8511380167282208
0.5094943897456736,-1.349459974054726,1.0408288791917786,0.7352742012812039,-1.6819504553132019
0.6786613743437021,-0.3709900188141299,-1.0390742233177646,-0.11732379526789805,-1.44535371908265
0.44288937864446387,0.7690127876001945,-0.054572737987145056,0.09756535375224934,1.4044583764404024
-1.3148626402016366,-0.041166985592662776,1.6214064705468172,-0.8719131367080668,-2.4144554491533317
-0.41964625296284797,0.12586423036767916,0.5234277257080847,-1.677350953736274,1.4762687074101526
-0.4254124695379139,-0.4809867185201,-0.3577310356405256,0.854076460956992,-1.2311043529590187
-1.2415817719458075,0.06411623256376013,-0.4184383775024501,0.6588943366245132,-1.7277784405832535
-0.5257213359103816,-0.015266760098434513,-0.33290621914984225,-0.2304206389898182,-0.9802688108481366
-0.9700829317930638,-0.7466562072722558,-0.6741799237244118,0.5914964106810012,-1.0932218284191997
-2.293989529993363,-1.165762337782439,0.018189129085432035,-0.21146206905625076,-0.23122602215615326
-1.223381989599311,1.077226286411066,0.10272413640559654,-1.078154146443076,0.5382227624479027
-0.8705770761531696,-1.1202078010461933,0.6925783792653964,-0.27311011795299556,-2.816671708646403
-0.3782983843627407,-1.1707012146452078,0.6811303861298394,-1.6652918819756737,0.12602178622658358
-1.2402258592633775,-1.256017036308424,-0.39481204832478967,-1.1535089903399849,-0.994362841936972
0.06936874085699377,0.5185575032667573,0.7954266763273438,1.3545632753400993,0.2992730230441423
-0.10959119085281731,-0.15756649916746074,0.6517114397369445,1.340128683667282,0.1367860591246374
-0.756310432324818,-0.23982491968888708,-0.24252418531112954,-0.23665868789957148,-2.1662234480514715
2.3845383476082094,0.2607143189319053,0.38281502914562004,-0.19432422826465892,-0.7527652167521125
-0.041302841840816486,-0.46016805087661466,0.5432048781854518,-0.8604473212850431,-1.029843037827711
0.24176378872538623,-0.8930901084226633,0.7682998637176105,0.016390461660078664,-0.33987028902782
0.5263117402925229,0.7698367951174746,-1.350809568265325,-0.25016791180146447,0.4983290214690759
0.4377771105141419,0.526415677154473,1.0629393842526969,0.23607238062084862,-0.3697155493858353
0.15620142469265,-2.2743869450545433,-1.4827227316090112,-1.3182411736620203,0.9379226708978314
0.2633253943958507,1.8156791590652206,-0.08359756571132515,1.200979381617058,0.06666246937761941
1.4154754248715935,1.416415819504095,1.0623863750424394,2.276949326876731,0.09153375979882095
1.124644441022617,-0.988597729630002,0.7506360029731877,-0.38084985438020785,-0.709182778552989
